week,item_id,ligand,classification,reason,train_pdb,train_het,train_identity,train_align_rmsd,train_shape_overlap,has_correct_pose,nearest_score,nearest_classification,nearest_choice_id,pocket_aware_score,pocket_aware_classification,pocket_aware_choice_id,rnp_exact_score,rnp_exact_classification,rnp_exact_train_pdb,rnp_exact_train_het,rnp_blind_score,rnp_blind_classification,rnp_blind_choice_id,rnp_blind_train_pdb,rnp_blind_train_het,training_system_overlay_status,training_system_overlay_unavailable_reason,training_system_overlay
2026-08-15,9XF8,A1EZK,familiar,training-ligand-overlap-at-least-0.25,6B0Y,8ZG,0.976,0.977,0.3735,True,0.3773,familiar,choice_0fc68de1352a4e4c,0.4228,familiar,choice_0fc68de1352a4e4c,0.3735678029656891,familiar,6T5B,O7K,0.37184045637748875,familiar,choice_82459222c3617f5e,6T5B,O7K,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/0e/0e8a9012d51fe9c9c8f8822f88d7f9e19762f15d1a5060790b5012184fded58e', 'sha256': '0e8a9012d51fe9c9c8f8822f88d7f9e19762f15d1a5060790b5012184fded58e', 'size_bytes': 449793, 'media_type': 'chemical/x-pdb'}"
2026-08-15,9Z03,A1CZP,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
2026-08-15,9ZIR,A1C2J,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,10ED,R16,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,11LL,A1A0P,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,11SG,A1DAG,novel,training-ligand-overlap-below-0.25,7BDY,TJK,0.995,0.919,0.2481,False,0.0,novel,choice_cf8e6d7c0625f8f8,0.373,familiar,choice_960709a1499eabe1,0.012089869039669557,novel,5M36,BEZ,0.36240278813443966,familiar,choice_cf8e6d7c0625f8f8,3P1Q,FSC,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/c6/c6467dd4e6a56f6542a1b292175cb8fa90771d25f3387f218b9907f4ac5a7ee3', 'sha256': 'c6467dd4e6a56f6542a1b292175cb8fa90771d25f3387f218b9907f4ac5a7ee3', 'size_bytes': 160137, 'media_type': 'chemical/x-pdb'}"
2026-08-22,12EZ,A1DB4,familiar,training-ligand-overlap-at-least-0.25,3RE4,TO1,0.906,0.219,0.6085,True,0.6584,familiar,choice_5f24f8bad1ba67c1,0.6584,familiar,choice_5f24f8bad1ba67c1,0.6071922569149986,familiar,3RE4,TO1,0.7336102211523358,familiar,choice_72b3edc36c58b7a0,3RE4,TO1,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/14/14389c3046310e2c47835ff8e02d33fa9e7917d2038e5881f3d8d29ba04dac44', 'sha256': '14389c3046310e2c47835ff8e02d33fa9e7917d2038e5881f3d8d29ba04dac44', 'size_bytes': 334773, 'media_type': 'chemical/x-pdb'}"
2026-08-22,12UW,A1DEM,familiar,training-ligand-overlap-at-least-0.25,6B0Y,8ZG,0.969,0.833,0.3308,False,0.4222,familiar,choice_eb18e145707c6a0d,0.4254,familiar,choice_eb18e145707c6a0d,0.33840382825717863,familiar,6B0Y,8ZG,0.4618320106188525,familiar,choice_12023a0cdd39c255,6T5B,O7K,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/59/59bd04e2741782230985ae07f28f346a73fb8c836f4e5d8d355848af898a024b', 'sha256': '59bd04e2741782230985ae07f28f346a73fb8c836f4e5d8d355848af898a024b', 'size_bytes': 449793, 'media_type': 'chemical/x-pdb'}"
2026-08-22,13UZ,A1C1P,novel,training-ligand-overlap-below-0.25,3TY3,GGG,0.114,2.682,0.0,False,,unknown,,,unknown,,0.0,novel,3TY3,GGG,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/20/20dc191ba928604224f219aa5ad6fca809ccdd1583fb0f21d96a27c099cc509a', 'sha256': '20dc191ba928604224f219aa5ad6fca809ccdd1583fb0f21d96a27c099cc509a', 'size_bytes': 871560, 'media_type': 'chemical/x-pdb'}"
2026-08-22,26FX,,unknown,TrainingSimilarityError,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-22,26WD,AAO,familiar,training-ligand-overlap-at-least-0.25,1PPI,DAF,0.502,0.542,0.383,True,0.2791,familiar,choice_e29518a90806f2de,0.2791,familiar,choice_e29518a90806f2de,,unknown,,,0.13789482513641607,novel,choice_e29518a90806f2de,1JFH,MA3,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/4a/4a31df3846d722d7be17be227cfab8b9eadfd0b26ae9b6f1c4bad1e567895631', 'sha256': '4a31df3846d722d7be17be227cfab8b9eadfd0b26ae9b6f1c4bad1e567895631', 'size_bytes': 318573, 'media_type': 'chemical/x-pdb'}"
2026-08-22,28EH,A1FBS,familiar,training-ligand-overlap-at-least-0.25,5VNX,9EV,0.285,0.429,0.3192,True,0.0,novel,choice_c986349e87856e9e,0.5216,familiar,choice_9ead9c747e19f975,0.10596159308297785,novel,5VNX,BEN,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/ef/ef4009e0495c2f34cc6624bcc0c82e667a378d68cac00685976ac1fc62875e81', 'sha256': 'ef4009e0495c2f34cc6624bcc0c82e667a378d68cac00685976ac1fc62875e81', 'size_bytes': 1477116, 'media_type': 'chemical/x-pdb'}"
2026-08-22,29GE,A1J17,familiar,training-ligand-overlap-at-least-0.25,7PL1,SFG,0.943,0.532,0.3344,True,0.5066,familiar,choice_1e3c7762f06683ea,0.5066,familiar,choice_1e3c7762f06683ea,0.0,novel,4M6X,56D,0.032454522367368135,novel,choice_b0cc8362c0f171c7,4KIB,56D,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/93/93e78091e7d230c023dd0dd74f2d2137debc1572bab3aa5fa4fe0b9311ac1dd5', 'sha256': '93e78091e7d230c023dd0dd74f2d2137debc1572bab3aa5fa4fe0b9311ac1dd5', 'size_bytes': 135918, 'media_type': 'chemical/x-pdb'}"
2026-08-22,29UY,A1J4Y,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,0.0,novel,choice_eca8ac1f906746ea,0.3498,familiar,choice_a49c8aed81774391,,novel,,,0.2936236816612615,familiar,choice_db100af6fc0abdde,6SZ7,M1Q,not-applicable,,
2026-08-22,30TJ,SIT,familiar,training-ligand-overlap-at-least-0.25,4IHL,1F5,0.719,0.451,0.5812,True,0.0,novel,choice_d7adaef3b590edd1,0.7305,familiar,choice_21cfcfff91189b9a,0.7017955220051435,familiar,5D3F,FSC,0.8358137419775488,familiar,choice_d7adaef3b590edd1,3P1Q,FSC,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/19/196a4d2c01efff9c4d9e63ef13201aa3fc0072836237658f7e0eb1e2d8227087', 'sha256': '196a4d2c01efff9c4d9e63ef13201aa3fc0072836237658f7e0eb1e2d8227087', 'size_bytes': 320355, 'media_type': 'chemical/x-pdb'}"
2026-08-22,30TS,SIT,familiar,training-ligand-overlap-at-least-0.25,3P1S,FSC,0.991,1.091,0.6607,True,0.0,novel,choice_f5f70ab4a6fb1d28,0.7277,familiar,choice_0fdaeb916bd9da0a,0.8274301366953296,familiar,3P1Q,FSC,0.8502975029663473,familiar,choice_b04c01b14a83ee1b,3P1Q,FSC,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/47/47769b48dae5be0b802098abbc8d15bfd67f4b52ca6c70bbc23ba5302241d2d2', 'sha256': '47769b48dae5be0b802098abbc8d15bfd67f4b52ca6c70bbc23ba5302241d2d2', 'size_bytes': 360288, 'media_type': 'chemical/x-pdb'}"
2026-08-22,31DG,A1BCS,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,0.0,novel,choice_e61c6f8256cc5855,0.0,novel,choice_e61c6f8256cc5855,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,32HC,AR6,familiar,training-ligand-overlap-at-least-0.25,3VFQ,AR6,0.309,1.5,0.6887,True,0.6066,familiar,choice_19cf013db5f9af68,0.6066,familiar,choice_19cf013db5f9af68,,unknown,,,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/f8/f8f9479b2c558dd193495b1c48590f4f84e99db6a532c4d868b1a414f0261200', 'sha256': 'f8f9479b2c558dd193495b1c48590f4f84e99db6a532c4d868b1a414f0261200', 'size_bytes': 235953, 'media_type': 'chemical/x-pdb'}"
2026-08-22,35YH,A1DIP,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,0.0,novel,choice_d9168b20e1dddc22,0.1733,novel,choice_c0d32d65e72ec928,,unknown,,,0.15258666458918657,novel,choice_209af8e034199092,3KVF,GVE,not-applicable,,
2026-08-22,37YA,8GT,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_f307aec1f2993611,0.6599,familiar,choice_5d2df8fe5b34a7fe,,unknown,,,,unknown,,,,not-applicable,,
2026-08-22,7ILU,,unknown,TrainingSimilarityError,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-22,9LZN,ZQB,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_a9be80e31be74c94,0.0,novel,choice_a9be80e31be74c94,,novel,,,0.0,novel,choice_a9be80e31be74c94,7AOL,RQH,not-applicable,,
2026-08-22,9LZO,ZQB,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_d9eaac720bda6712,0.0,novel,choice_d9eaac720bda6712,,novel,,,0.0,novel,choice_d9eaac720bda6712,6XB1,NEN,not-applicable,,
2026-08-22,9LZS,ZQB,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.4049,familiar,choice_0f96b2a0f6afd274,0.5453,familiar,choice_d4d302e5ad7653b9,,novel,,,0.33661587603353005,familiar,choice_09a9811d2bd1c371,6W81,X77,not-applicable,,
2026-08-22,9NQL,A1B0M,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0438,novel,choice_d01268dffe8b686d,0.358,familiar,choice_d01268dffe8b686d,,novel,,,0.3887225168922537,familiar,choice_f36acb6c8ef8e08e,7AWE,S5K,not-applicable,,
2026-08-22,9PVM,A1CTY,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,9PWP,CAP,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_f7bd5391f6b3f572,0.6412,familiar,choice_a6ba557398362da6,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,9PXD,FOL,familiar,training-ligand-overlap-at-least-0.25,6CYV,DHF,0.949,0.701,0.7653,True,0.7595,familiar,choice_ed3a7c43cce64262,0.8165,familiar,choice_ff452356873d9199,0.7113965066602352,familiar,6CYV,DHF,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/3f/3f00c49781f41e94a411e3c09ef9d3c5cbd7c11c9888bb10f1a625ac5ae2fae2', 'sha256': '3f00c49781f41e94a411e3c09ef9d3c5cbd7c11c9888bb10f1a625ac5ae2fae2', 'size_bytes': 204849, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9Q4C,A1COI,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_f35d7b59da9714e4,0.2033,novel,choice_89ca92714e940057,,novel,,,0.24338716466102053,novel,choice_e04e18337bf1e33b,5FHZ,REA,not-applicable,,
2026-08-22,9SVM,TOP,familiar,training-ligand-overlap-at-least-0.25,6XG4,TOP,0.407,0.382,0.8736,True,0.7682,familiar,choice_6f021149a3fa31df,0.7834,familiar,choice_cf1ae19709226484,0.9316363636363637,familiar,3TQ8,TOP,0.9344452326164813,familiar,choice_61bf39f5f4dd56b0,3TQ8,TOP,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/2d/2d313d6e95a190e1f65e69e527da216d331ce4f9bfcc25a0b61d7f69ab2f8cb4', 'sha256': '2d313d6e95a190e1f65e69e527da216d331ce4f9bfcc25a0b61d7f69ab2f8cb4', 'size_bytes': 213678, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9SVN,TOP,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_f39ee8e06c629f18,0.8271,familiar,choice_498bfb8357e2baa1,,novel,,,0.9744102359056377,familiar,choice_f39ee8e06c629f18,6XG4,TOP,not-applicable,,
2026-08-22,9T0W,A1JSV,familiar,training-ligand-overlap-at-least-0.25,1GEY,PPE,0.284,0.662,0.6395,True,0.1471,novel,choice_1f82cc0e90702d05,0.6677,familiar,choice_9340cbdefca99c4b,0.5658450772463269,familiar,1GEY,PPE,0.5133755964676817,familiar,choice_5b366d2c869e7648,1GEY,PPE,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/bf/bf8dd23df225990ead0ffd79cb795d8cfa57ba315c16e5cd82c3b11c815c884a', 'sha256': 'bf8dd23df225990ead0ffd79cb795d8cfa57ba315c16e5cd82c3b11c815c884a', 'size_bytes': 213678, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9WBU,A1MBE,novel,training-ligand-overlap-below-0.25,3CKQ,UPG,0.175,1.198,0.0,False,,unknown,,,unknown,,,unknown,,,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/8c/8cb333f58d4c0064c960a0bc134353cd741ca709e9c481b38478a8639a993918', 'sha256': '8cb333f58d4c0064c960a0bc134353cd741ca709e9c481b38478a8639a993918', 'size_bytes': 185652, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9WD3,A1EVW,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,0.0,novel,choice_fe267783a3a91068,0.0,novel,choice_fe267783a3a91068,,novel,,,0.012483830432256012,novel,choice_851116b64bdb50df,7L25,XHS,not-applicable,,
2026-08-22,9WDT,WV2,novel,training-ligand-overlap-below-0.25,6TTI,NXE,0.73,0.479,0.0232,False,0.0,novel,choice_dbf47868135964b4,0.543,familiar,choice_6a4e8ace37855895,0.07940990551930414,novel,6TTI,NXE,0.08157986977818174,novel,choice_5eb48edce2ff96ae,6B6U,B3P,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/4d/4d283fb94c10b53e9f3c9c7fc0e8b56bd05708c56a5e707dad939230a283f8ea', 'sha256': '4d283fb94c10b53e9f3c9c7fc0e8b56bd05708c56a5e707dad939230a283f8ea', 'size_bytes': 1038744, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9WE5,660,novel,training-ligand-overlap-below-0.25,4AN4,DUD,0.126,2.863,0.0,False,,unknown,,,unknown,,0.0,novel,6JEN,3RL,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/21/2140becaab735123ac43540329d12f89ab75767576a0b356454b9463de716d2f', 'sha256': '2140becaab735123ac43540329d12f89ab75767576a0b356454b9463de716d2f', 'size_bytes': 831708, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9WF7,FPS,familiar,training-ligand-overlap-at-least-0.25,5NX7,0FV,0.218,1.819,0.327,True,,,,,,,0.33088656541733397,familiar,5NX7,LA6,,,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/bf/bf239c91d0b914c2cee79276fe8281fd07d8ace52918c0a4f09fe8dc14b1d4f3', 'sha256': 'bf239c91d0b914c2cee79276fe8281fd07d8ace52918c0a4f09fe8dc14b1d4f3', 'size_bytes': 839565, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9WUQ,A1MCB,novel,training-ligand-overlap-below-0.25,2KTD,PUC,0.761,1.822,0.1578,False,0.4184,familiar,choice_df19c95444103211,0.4184,familiar,choice_df19c95444103211,0.2952833498957018,familiar,2KTD,PUC,,unknown,,,,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/f1/f19672adebe5f6d73c73b2181cd86c879aa51bc659179bd13713c87dfcbc2282', 'sha256': 'f19672adebe5f6d73c73b2181cd86c879aa51bc659179bd13713c87dfcbc2282', 'size_bytes': 215055, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9XDX,AMI,familiar,training-ligand-overlap-at-least-0.25,2A3E,AMI,0.201,0.601,0.8075,True,0.0,novel,choice_e096da2ba4adf486,0.2174,novel,choice_9ed1b71be9ecaab3,0.9066759507887078,familiar,2A3E,AMI,0.40174610359133334,familiar,choice_9ed1b71be9ecaab3,6JMN,BV0,available,,"{'object_uri': 'supabase://foldarium-weekly-quiz/sha256/25/2525ad9f12ab84bb1f4b4c69d88c468e8593defb8c38c181a269d9a051f32d44', 'sha256': '2525ad9f12ab84bb1f4b4c69d88c468e8593defb8c38c181a269d9a051f32d44', 'size_bytes': 498960, 'media_type': 'chemical/x-pdb'}"
2026-08-22,9Y7E,A1CSY,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,0.0,novel,choice_fa9c001ca7f89720,0.328,familiar,choice_ac8e4290803f367d,,novel,,,0.33914712948556763,familiar,choice_1dc958d84f430807,3SPR,FC7,not-applicable,,
2026-08-22,9YVI,A1CZB,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,False,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
2026-08-22,9ZS8,BPH,novel,no-usable-pre-cutoff-ligand-pocket-analog,,,,,,True,,unknown,,,unknown,,,novel,,,,unknown,,,,not-applicable,,
